epoch;start_time;end_time;data;data_start_index;train_loss;train_loss_policy;train_loss_value;train_accuracy_policy;train_accuracy_value;validation_loss;validation_loss_policy;validation_loss_value;validation_accuracy_policy;validation_accuracy_value
76;1578152832.4759693;1578153212.4711168;Model1493000;40000;5.925036907196045;5.684149265289307;0.24088911712169647;0.21209999918937683;0.5959395170211792;5.916688442230225;5.684620380401611;0.2320699542760849;0.21164999902248383;0.6337571740150452
77;1578153212.4770646;1578153593.7330456;Model1491000;50000;5.940020561218262;5.691605091094971;0.24841605126857758;0.20239999890327454;0.5459793210029602;5.919765472412109;5.682041168212891;0.23771865665912628;0.2137400060892105;0.6337372064590454
78;1578153594.1303167;1578153975.106684;Model1497000;50000;5.922425270080566;5.686140060424805;0.23628520965576172;0.2101999968290329;0.6135549545288086;5.907735824584961;5.677886962890625;0.22984753549098969;0.21751999855041504;0.6337571740150452
79;1578153975.5196984;1578154356.1797915;Model1491000;60000;5.934037685394287;5.6871418952941895;0.24689646065235138;0.20829999446868896;0.5569267272949219;5.911351680755615;5.675405025482178;0.23594751954078674;0.22039000689983368;0.6324376463890076
80;1578154356.5738866;1578154737.7715507;Model1485000;10000;5.923985481262207;5.680911064147949;0.24307505786418915;0.21469999849796295;0.5836982727050781;5.9087138175964355;5.676403999328613;0.23230546712875366;0.21884000301361084;0.6337571740150452
81;1578154737.777672;1578155118.8809063;Model1492000;30000;5.9207258224487305;5.681366443634033;0.23935791850090027;0.2150000035762787;0.6024084687232971;5.927367687225342;5.695343017578125;0.23202641308307648;0.20015999674797058;0.6337571740150452
82;1578155118.8870118;1578155499.9713311;Model1497000;60000;5.909054756164551;5.67309045791626;0.2359648495912552;0.22210000455379486;0.6113654375076294;5.920427322387695;5.690131664276123;0.2302911877632141;0.20503999292850494;0.6337571740150452
83;1578155499.977517;1578155880.3903372;Model1498000;40000;5.911438941955566;5.674103260040283;0.23733635246753693;0.2214999943971634;0.6000199317932129;5.902061939239502;5.671132564544678;0.23093020915985107;0.22514000535011292;0.6333973407745361
84;1578155880.7781777;1578156261.3485987;Model1499000;40000;5.914589881896973;5.684189319610596;0.23040084540843964;0.2117999941110611;0.6265923380851746;5.900928497314453;5.671585559844971;0.22934411466121674;0.22463999688625336;0.6337472200393677
85;1578156261.3545346;1578156642.5616336;Model1497000;70000;5.908746719360352;5.67310094833374;0.23564255237579346;0.22269999980926514;0.6073845624923706;5.898948669433594;5.669610023498535;0.22934041917324066;0.22605000436306;0.6337571740150452
