epoch;start_time;end_time;data;train_loss;train_loss_policy;train_loss_value;train_accuracy_policy;train_accuracy_value
15;1578450484.967221;1578450590.9204624;Model1498000;5.998163223266602;5.770251274108887;0.22791415452957153;0.12514999508857727;0.6279371976852417
16;1578450593.117802;1578450699.617546;Model1496000;5.982572555541992;5.755185127258301;0.2273830771446228;0.14037999510765076;0.6263487339019775
17;1578450701.633483;1578450807.6893504;Model1496000;5.9461846351623535;5.741138458251953;0.20504248142242432;0.15445999801158905;0.6759610772132874
18;1578450811.910064;1578450918.0053382;Model1497000;5.952685356140137;5.729623317718506;0.22305819392204285;0.1656000018119812;0.6413143277168274
19;1578450919.2915184;1578451025.6478968;Model1478000;5.954031467437744;5.7251482009887695;0.22887952625751495;0.1703300029039383;0.6210438013076782
20;1578451027.0534089;1578451133.7528906;Model1495000;5.947872638702393;5.716461181640625;0.23140445351600647;0.17829999327659607;0.6156389713287354
21;1578451135.2134845;1578451241.1680343;Model1497000;5.913273811340332;5.707188129425049;0.20608338713645935;0.1878499984741211;0.6770700216293335
22;1578451243.3803556;1578451351.907612;Model1493000;5.939627170562744;5.70732307434082;0.2323056012392044;0.18752999603748322;0.6127218008041382
23;1578451352.5659707;1578451460.2989552;Model1492000;5.927978992462158;5.696523189544678;0.2314533293247223;0.1983799934387207;0.6186760663986206
24;1578451461.7293248;1578451568.915315;Model1487000;5.928291320800781;5.692399024963379;0.23589041829109192;0.20266999304294586;0.5862971544265747
25;1578451570.5389132;1578451677.50375;Model1499000;5.902246475219727;5.682708263397217;0.21953590214252472;0.2120400071144104;0.6538522839546204
26;1578451679.7348871;1578451789.233233;Model1476000;5.907198905944824;5.679760456085205;0.22744062542915344;0.21491999924182892;0.6330822706222534
27;1578451790.6524646;1578451896.5385122;Model1498000;5.893130779266357;5.669184684753418;0.22394852340221405;0.22565999627113342;0.6375579237937927
28;1578451898.6511269;1578452006.7615266;Model1491000;5.911834716796875;5.673979759216309;0.23784612119197845;0.22078000009059906;0.5803728699684143
29;1578452007.6745548;1578452113.7359567;Model1492000;5.893738746643066;5.669778347015381;0.22395910322666168;0.2247299998998642;0.6322031021118164
30;1578452114.4831429;1578452223.7205126;Model1490000;5.8992085456848145;5.666358947753906;0.232854425907135;0.22811999917030334;0.608495831489563
31;1578452225.178954;1578452331.2926722;Model1490000;5.871181964874268;5.661097049713135;0.21008393168449402;0.2337300032377243;0.660635769367218
32;1578452333.2789404;1578452439.525159;Model1496000;5.874157905578613;5.656554222106934;0.21760447323322296;0.23797999322414398;0.6490269303321838
33;1578452440.8704255;1578452546.7732105;Model1495000;5.877697944641113;5.654458045959473;0.22324414551258087;0.24005000293254852;0.6340612769126892
34;1578452548.0942075;1578452653.7404962;Model1495000;5.839334964752197;5.6495771408081055;0.18975281715393066;0.24511000514030457;0.7043138742446899
35;1578452656.8892295;1578452762.9869199;Model1496000;5.831813335418701;5.646358013153076;0.18545721471309662;0.2484399974346161;0.7136049270629883
36;1578452765.5565405;1578452871.5375361;Model1492000;5.857931613922119;5.644940376281738;0.21299050748348236;0.24966999888420105;0.6599464416503906
37;1578452872.9908998;1578452980.7267642;Model1480000;5.877033710479736;5.644442558288574;0.23259663581848145;0.25012001395225525;0.6118326187133789
38;1578452982.0894911;1578453088.2984672;Model1496000;5.7958149909973145;5.6392388343811035;0.15658092498779297;0.25523000955581665;0.7631174325942993
39;1578453091.229135;1578453197.486021;Model1499000;5.84273099899292;5.625890254974365;0.21684372425079346;0.2685900032520294;0.6627737283706665
40;1578453198.8077068;1578453305.3437645;Model1485000;5.869763374328613;5.636605739593506;0.23314768075942993;0.2582300007343292;0.6058183908462524
41;1578453305.9737227;1578453412.0156121;Model1498000;5.840175151824951;5.619410514831543;0.22076188027858734;0.275160014629364;0.6460298299789429
42;1578453413.4775925;1578453519.363467;Model1476000;5.851403713226318;5.62837028503418;0.2230280190706253;0.26620998978614807;0.6440417170524597
43;1578453520.0193746;1578453626.2536647;Model1493000;5.857177734375;5.627996444702148;0.22917774319648743;0.26653000712394714;0.6186361312866211
44;1578453626.9549875;1578453732.4465384;Model1484000;5.850008964538574;5.621639251708984;0.22836555540561676;0.2726599872112274;0.6262088418006897
45;1578453733.180147;1578453839.227036;Model1490000;5.840942859649658;5.625260353088379;0.2156815230846405;0.2690599858760834;0.6478580832481384
46;1578453839.9317977;1578453945.987582;Model1493000;5.8287248611450195;5.621051788330078;0.20767842233181;0.27344000339508057;0.66627037525177
47;1578453946.7084203;1578454052.487937;Model1491000;5.850010871887207;5.6170125007629395;0.23300082981586456;0.27744001150131226;0.5969369411468506
48;1578454053.9045575;1578454159.6124005;Model1483000;5.852357864379883;5.619336128234863;0.23302161693572998;0.27526000142097473;0.60377037525177
49;1578454160.2813478;1578454265.6017263;Model1483000;5.829521656036377;5.616466999053955;0.21305739879608154;0.2781499922275543;0.6517843008041382
