epoch;start_time;end_time;data;train_loss;train_loss_policy;train_loss_value;train_accuracy_policy;train_accuracy_value
17;1578469131.144769;1578469193.1035683;Model1486000;5.833456039428711;5.602337837219238;0.23111110925674438;0.2921200096607208;0.6180266737937927
18;1578469193.613232;1578469255.0403419;Model1494000;5.834792137145996;5.602969169616699;0.2318245768547058;0.29124999046325684;0.6024516224861145
19;1578469255.710778;1578469317.128962;Model1469000;5.816806316375732;5.592155456542969;0.2246527075767517;0.3020699918270111;0.6442614793777466
20;1578469318.2715335;1578469379.7799315;Model1499000;5.798487663269043;5.583603382110596;0.21488650143146515;0.3107199966907501;0.6648717522621155
21;1578469380.865978;1578469441.721237;Model1485000;5.823026657104492;5.597870826721191;0.2251538336277008;0.2960500121116638;0.6228021383285522
22;1578469442.2895625;1578469503.595127;Model1486000;5.816653728485107;5.598113536834717;0.218540221452713;0.2961699962615967;0.6421435475349426
23;1578469504.160922;1578469565.4509566;Model1495000;5.81245231628418;5.593477725982666;0.21897712349891663;0.3008599877357483;0.6444313526153564
24;1578469566.0649295;1578469627.0191154;Model1485000;5.797850131988525;5.594799518585205;0.2030479609966278;0.2995699942111969;0.673263669013977
25;1578469627.5117953;1578469687.4163203;Model1485000;5.768215179443359;5.5971784591674805;0.17103928327560425;0.29681000113487244;0.7335957288742065
26;1578469687.950567;1578469748.4297364;Model1499000;5.786994457244873;5.581110954284668;0.20588645339012146;0.3131999969482422;0.6857616901397705
27;1578469749.499483;1578469810.8727977;Model1476000;5.813380241394043;5.590352535247803;0.22302643954753876;0.30395999550819397;0.6453704237937927
28;1578469811.4197297;1578469872.425704;Model1488000;5.823630332946777;5.593818187713623;0.22981125116348267;0.30052998661994934;0.6262487769126892
29;1578469873.022175;1578469933.627279;Model1499000;5.764697074890137;5.579009056091309;0.18568730354309082;0.31520000100135803;0.7220668196678162
30;1578469934.8707366;1578469995.5842147;Model1494000;5.821002960205078;5.594445705413818;0.22655686736106873;0.299560010433197;0.6179068088531494
31;1578469996.1816125;1578470058.0067348;Model1475000;5.829214096069336;5.589569091796875;0.2396448254585266;0.304610013961792;0.5707221031188965
32;1578470058.6913729;1578470119.9719899;Model1494000;5.7944655418396;5.591360569000244;0.20311076939105988;0.3025699853897095;0.6678788065910339
33;1578470120.6718879;1578470181.7970705;Model1488000;5.810385227203369;5.587406635284424;0.22297713160514832;0.30678001046180725;0.6426330804824829
34;1578470182.4389544;1578470243.2514012;Model1495000;5.796557903289795;5.588969707489014;0.20758473873138428;0.3052699863910675;0.668847918510437
35;1578470243.8981695;1578470304.7605724;Model1494000;5.770073413848877;5.586932182312012;0.18315063416957855;0.3074199855327606;0.7066416144371033
36;1578470305.32581;1578470366.3002183;Model1497000;5.801755905151367;5.581622123718262;0.22013777494430542;0.31272000074386597;0.6478180885314941
37;1578470366.8641796;1578470428.1767673;Model1498000;5.783897399902344;5.577188491821289;0.20670902729034424;0.3171199858188629;0.6760309934616089
38;1578470429.2825341;1578470490.893956;Model1474000;5.803117752075195;5.579940319061279;0.22317761182785034;0.3145500123500824;0.651124894618988
39;1578470491.4717245;1578470552.685308;Model1473000;5.822408199310303;5.586587429046631;0.23581846058368683;0.30761000514030457;0.5939497947692871
40;1578470553.2464664;1578470614.3850214;Model1481000;5.817443370819092;5.587900638580322;0.22954519093036652;0.30636000633239746;0.6250199675559998
41;1578470615.05581;1578470675.8519506;Model1483000;5.808914661407471;5.584733486175537;0.22418422996997833;0.30935999751091003;0.6275874972343445
42;1578470676.4416702;1578470737.654936;Model1473000;5.81345272064209;5.582301616668701;0.23114895820617676;0.31182000041007996;0.6062380075454712
43;1578470738.1595495;1578470798.9102716;Model1488000;5.806496620178223;5.586659908294678;0.21983776986598969;0.30761000514030457;0.6488471031188965
44;1578470799.4771492;1578470860.0288057;Model1474000;5.802539348602295;5.585025787353516;0.21751749515533447;0.30917999148368835;0.6620044708251953
45;1578470860.6476479;1578470921.2106094;Model1489000;5.822044372558594;5.586803436279297;0.23523877561092377;0.3073900043964386;0.5925111770629883
46;1578470921.9248285;1578470982.433211;Model1488000;5.789368629455566;5.585935592651367;0.20343782007694244;0.3084000051021576;0.6816056370735168
47;1578470983.0579453;1578471043.8864374;Model1499000;5.7607598304748535;5.574636459350586;0.1861228048801422;0.3194800019264221;0.7221567034721375
48;1578471045.120601;1578471106.1983018;Model1478000;5.808808326721191;5.578478813171387;0.23033279180526733;0.3155199885368347;0.6179267764091492
49;1578471106.7315028;1578471167.6461563;Model1493000;5.8122878074646;5.583914279937744;0.2283751517534256;0.3104099929332733;0.6191555857658386
50;1578471168.288263;1578471228.5958424;Model1499000;5.728511333465576;5.568850994110107;0.159662127494812;0.3252899944782257;0.7665740847587585
51;1578471230.2824292;1578471290.4905427;Model1491000;5.81553316116333;5.583975791931152;0.2315642535686493;0.3102400004863739;0.6024016737937927
52;1578471291.0543392;1578471351.6063066;Model1499000;5.711363792419434;5.571566104888916;0.1397935152053833;0.3224700093269348;0.7970747947692871
53;1578471353.2358198;1578471413.60893;Model1483000;5.79041862487793;5.5788750648498535;0.21154078841209412;0.31520000100135803;0.6566396355628967
54;1578471414.140349;1578471474.6075332;Model1490000;5.78420352935791;5.581115245819092;0.2030848264694214;0.3130199909210205;0.676260769367218
55;1578471475.1432009;1578471535.9296181;Model1482000;5.805679798126221;5.578477382659912;0.2272016555070877;0.3158400058746338;0.6369585394859314
56;1578471536.5602183;1578471597.0408645;Model1495000;5.783670902252197;5.581536769866943;0.20212946832180023;0.31244999170303345;0.6797274351119995
57;1578471597.569746;1578471658.368949;Model1481000;5.807613849639893;5.578388690948486;0.22922997176647186;0.31606999039649963;0.6260190010070801
58;1578471658.955622;1578471719.1986156;Model1494000;5.775229454040527;5.580233573913574;0.19499196112155914;0.3139899969100952;0.6858915686607361
59;1578471719.7688348;1578471780.0081234;Model1491000;5.798259258270264;5.578312873840332;0.2199517786502838;0.31582000851631165;0.6288962364196777
60;1578471780.5225017;1578471840.746993;Model1481000;5.8005852699279785;5.577796459197998;0.2227867841720581;0.3163599967956543;0.6394661068916321
61;1578471841.4747546;1578471901.7065122;Model1482000;5.798588275909424;5.577241897583008;0.22134992480278015;0.31659001111984253;0.6468190550804138
62;1578471902.2704794;1578471962.961713;Model1490000;5.757409572601318;5.578608512878418;0.17880815267562866;0.31553998589515686;0.7220867872238159
63;1578471963.622279;1578472024.1169214;Model1499000;5.716452598571777;5.5692033767700195;0.14724403619766235;0.32523998618125916;0.7862452268600464
64;1578472024.6301916;1578472085.020812;Model1493000;5.797453880310059;5.577089309692383;0.2203674167394638;0.3169200122356415;0.6406649351119995
65;1578472085.5567806;1578472146.2004852;Model1485000;5.789074897766113;5.582988262176514;0.20608392357826233;0.31123000383377075;0.6655910611152649
66;1578472146.8325965;1578472207.3461645;Model1490000;5.7306318283081055;5.573291301727295;0.15734291076660156;0.3209399878978729;0.7582120895385742
67;1578472207.9262464;1578472268.9605002;Model1488000;5.790499210357666;5.581667900085449;0.20883116126060486;0.3124000132083893;0.670116662979126
68;1578472269.460201;1578472330.030846;Model1479000;5.810540199279785;5.576756954193115;0.23378723859786987;0.31716999411582947;0.5958779454231262
69;1578472330.6184194;1578472391.262411;Model1493000;5.789076328277588;5.58195686340332;0.20712001621723175;0.3119499981403351;0.667908787727356
70;1578472391.863698;1578472452.4472637;Model1492000;5.798448085784912;5.577267646789551;0.22117957472801208;0.31676000356674194;0.6394261717796326
71;1578472453.0044441;1578472513.3897836;Model1488000;5.765098571777344;5.578660011291504;0.18643875420093536;0.3152100145816803;0.7108875513076782
72;1578472514.0232155;1578472575.2929416;Model1484000;5.806511402130127;5.576894283294678;0.22961784899234772;0.3171299993991852;0.6240309476852417
73;1578472575.8707602;1578472636.4535098;Model1476000;5.799080848693848;5.574865818023682;0.22421684861183167;0.319350004196167;0.6406949162483215
74;1578472636.9986467;1578472697.6253664;Model1492000;5.781451225280762;5.576827049255371;0.20463037490844727;0.3172599971294403;0.6715652942657471
75;1578472698.2486775;1578472759.019691;Model1494000;5.767525672912598;5.576868534088135;0.19065991044044495;0.31731000542640686;0.6942934989929199
76;1578472759.6865127;1578472820.4030857;Model1498000;5.775660514831543;5.5655083656311035;0.21015186607837677;0.3285599946975708;0.6703964471817017
77;1578472821.5036466;1578472882.6361852;Model1481000;5.796245574951172;5.574429035186768;0.221817284822464;0.3195500075817108;0.6395160555839539
78;1578472883.1986282;1578472944.0338511;Model1486000;5.801473140716553;5.576483249664307;0.2249915897846222;0.3178800046443939;0.6289761662483215
79;1578472944.6183846;1578473005.124274;Model1485000;5.767612934112549;5.575059413909912;0.19254863262176514;0.3191100060939789;0.6932244896888733
80;1578473005.68654;1578473066.1057355;Model1479000;5.799816131591797;5.57169246673584;0.22812707722187042;0.32260000705718994;0.6111233234405518
81;1578473066.6461096;1578473126.778806;Model1493000;5.773841381072998;5.575974464416504;0.19786317646503448;0.31825000047683716;0.6854619383811951
82;1578473127.321703;1578473187.8421865;Model1498000;5.754910469055176;5.563939094543457;0.1909686028957367;0.3301999866962433;0.7082300782203674
83;1578473189.0550673;1578473249.7690384;Model1487000;5.810904502868652;5.575428009033203;0.23548074066638947;0.3184700012207031;0.5848685503005981
84;1578473250.3666592;1578473310.8361287;Model1474000;5.793899059295654;5.572760581970215;0.22114109992980957;0.3215700089931488;0.6552509665489197
85;1578473311.4336572;1578473372.1090932;Model1497000;5.7920098304748535;5.573267936706543;0.21874447166919708;0.3208799958229065;0.6495863795280457
86;1578473372.6427364;1578473433.5348442;Model1487000;5.80454683303833;5.578840732574463;0.2257053107023239;0.3152100145816803;0.6101442575454712
87;1578473434.155115;1578473495.1161783;Model1476000;5.7885355949401855;5.56757926940918;0.22095634043216705;0.32646000385284424;0.649256706237793
88;1578473495.7158554;1578473556.7618544;Model1494000;5.7552385330200195;5.576014518737793;0.17922644317150116;0.3177100121974945;0.7162823677062988
89;1578473557.28976;1578473617.758316;Model1492000;5.767204284667969;5.572946071624756;0.1942564845085144;0.32096999883651733;0.6934342980384827
90;1578473618.351055;1578473679.0771623;Model1488000;5.7587890625;5.5730462074279785;0.18574802577495575;0.32117998600006104;0.7119864821434021
91;1578473679.6261744;1578473740.5470672;Model1492000;5.7445783615112305;5.575712203979492;0.1688721477985382;0.3184199929237366;0.7392603158950806
92;1578473741.1412106;1578473801.9644938;Model1493000;5.762322425842285;5.574090003967285;0.1882423311471939;0.32008999586105347;0.7045636177062988
93;1578473802.6275017;1578473863.629646;Model1474000;5.785306930541992;5.570034027099609;0.21527805924415588;0.3240399956703186;0.6692075729370117
94;1578473864.2890003;1578473924.901438;Model1484000;5.800609111785889;5.573720455169678;0.22688452899456024;0.3202599883079529;0.6288363337516785
95;1578473925.6454525;1578473986.1516569;Model1499000;5.735531330108643;5.560194492340088;0.1753404289484024;0.333840012550354;0.7403193116188049
96;1578473987.951994;1578474048.635938;Model1479000;5.79181432723999;5.568495273590088;0.2233201563358307;0.32569000124931335;0.622392475605011
97;1578474049.2182295;1578474109.854302;Model1471000;5.803094863891602;5.569860935211182;0.23323215544223785;0.32389000058174133;0.6117926836013794
98;1578474110.5039952;1578474171.5280368;Model1495000;5.78466796875;5.570354461669922;0.21431680023670197;0.32370999455451965;0.6559402942657471
99;1578474172.796226;1578474233.6726537;Model1477000;5.791976451873779;5.564695358276367;0.22727461159229279;0.32927998900413513;0.6327225565910339
100;1578474234.191797;1578474294.79322;Model1498000;5.755572319030762;5.563247203826904;0.19232456386089325;0.33066999912261963;0.7053928375244141
101;1578474295.4422588;1578474356.1602707;Model1489000;5.804776668548584;5.569445610046387;0.23532986640930176;0.3247300088405609;0.5927909016609192
102;1578474356.717193;1578474417.6204689;Model1487000;5.796594142913818;5.573061943054199;0.22353434562683105;0.3209100067615509;0.615349292755127
103;1578474418.1451597;1578474479.1664336;Model1477000;5.788653373718262;5.565681457519531;0.22297106683254242;0.3282099962234497;0.643712043762207
104;1578474479.7448294;1578474540.026628;Model1497000;5.778926372528076;5.566234588623047;0.2126930058002472;0.3276900053024292;0.663213312625885
105;1578474540.6173193;1578474600.9613063;Model1473000;5.8018412590026855;5.568459987640381;0.23338115215301514;0.32554998993873596;0.6005334854125977
106;1578474601.5023816;1578474661.6844435;Model1479000;5.7830400466918945;5.570627689361572;0.2124142199754715;0.32346999645233154;0.6475083827972412
107;1578474662.2348561;1578474722.123104;Model1479000;5.755218029022217;5.568028450012207;0.1871875673532486;0.3261699974536896;0.6973904967308044
108;1578474722.72127;1578474783.4679906;Model1499000;5.718952178955078;5.560910701751709;0.1580379158258438;0.33322998881340027;0.7708999514579773
109;1578474784.0427883;1578474844.55706;Model1490000;5.75776481628418;5.571046352386475;0.186711385846138;0.3230400085449219;0.7066316604614258
110;1578474845.236863;1578474905.7742727;Model1496000;5.7830986976623535;5.570330619812012;0.21276704967021942;0.3237000107765198;0.661484956741333
111;1578474906.3416612;1578474967.0541658;Model1483000;5.792303562164307;5.572081565856934;0.2202199548482895;0.3219900131225586;0.6387767791748047
112;1578474967.615236;1578475028.7656922;Model1479000;5.7498297691345215;5.565369606018066;0.18446257710456848;0.32877999544143677;0.7040640711784363
113;1578475029.3297718;1578475090.6498957;Model1471000;5.797030925750732;5.565817356109619;0.23121221363544464;0.3281700015068054;0.6182664632797241
114;1578475091.3274837;1578475152.0150986;Model1498000;5.745629787445068;5.564050197601318;0.18157969415187836;0.3297500014305115;0.7247642278671265
115;1578475152.5774992;1578475213.3227048;Model1489000;5.802026271820068;5.572366237640381;0.22965885698795319;0.32155999541282654;0.6075467467308044
116;1578475213.8685458;1578475274.7590184;Model1481000;5.793315887451172;5.570411682128906;0.22290919721126556;0.32350000739097595;0.6387767791748047
117;1578475275.366673;1578475336.419018;Model1490000;5.739182472229004;5.572005271911621;0.1671726405620575;0.3217799961566925;0.7403193116188049
118;1578475336.956112;1578475398.5132968;Model1486000;5.799566745758057;5.5743842124938965;0.22517910599708557;0.31935998797416687;0.6288163065910339
119;1578475399.0637712;1578475460.281182;Model1492000;5.754558563232422;5.567358016967773;0.18719995021820068;0.32686999440193176;0.7069613337516785
120;1578475460.8626354;1578475522.0711699;Model1496000;5.761971473693848;5.57142448425293;0.19055326282978058;0.3227599859237671;0.7059223055839539
121;1578475522.6405797;1578475583.6907752;Model1482000;5.790386199951172;5.567412376403809;0.22297248244285583;0.3267799913883209;0.6442515254020691
122;1578475584.2368724;1578475645.6098173;Model1487000;5.79929256439209;5.5734171867370605;0.22587725520133972;0.32089999318122864;0.6069473028182983
123;1578475646.2826269;1578475708.2674885;Model1495000;5.773833274841309;5.5683512687683105;0.2054852545261383;0.32559001445770264;0.6738430857658386
124;1578475708.882646;1578475770.3472419;Model1476000;5.783818244934082;5.562821388244629;0.22100724279880524;0.33114999532699585;0.6494365334510803
125;1578475770.9948084;1578475832.2225718;Model1493000;5.765482425689697;5.567745685577393;0.19773469865322113;0.326200008392334;0.6858515739440918
126;1578475832.789307;1578475893.3647194;Model1493000;5.73247766494751;5.567133903503418;0.1653422713279724;0.3268199861049652;0.7462336421012878
127;1578475893.9606612;1578475955.1321058;Model1479000;5.749670505523682;5.5672125816345215;0.18245401978492737;0.3269299864768982;0.7086696624755859
128;1578475955.7393363;1578476017.3928282;Model1494000;5.763804912567139;5.569790363311768;0.1940099447965622;0.3243800103664398;0.6896279454231262
129;1578476017.9626791;1578476078.9551034;Model1496000;5.741442680358887;5.565794467926025;0.1756528615951538;0.32826000452041626;0.7318773865699768
130;1578476079.4777122;1578476140.6203952;Model1498000;5.73577880859375;5.557697296142578;0.1780797690153122;0.33629998564720154;0.731687605381012
131;1578476141.716374;1578476203.2350492;Model1488000;5.770628452301025;5.569442272186279;0.20118242502212524;0.3248099982738495;0.6847526431083679
132;1578476203.768021;1578476265.1206617;Model1489000;5.79384708404541;5.5663323402404785;0.22751082479953766;0.32771000266075134;0.6108335852622986
133;1578476265.6903694;1578476326.9405677;Model1493000;5.735898017883301;5.569973945617676;0.16592594981193542;0.3238700032234192;0.7428868412971497
134;1578476327.4757924;1578476388.5942867;Model1487000;5.789896011352539;5.5703630447387695;0.2195255309343338;0.32378000020980835;0.6253496408462524
135;1578476389.1166372;1578476450.4066224;Model1483000;5.781335353851318;5.566136360168457;0.21520963311195374;0.3278700113296509;0.6495264768600464
136;1578476450.9714916;1578476512.4487157;Model1497000;5.773635387420654;5.560111045837402;0.21351875364780426;0.33388999104499817;0.6603060960769653
137;1578476513.030524;1578476574.661546;Model1490000;5.738730430603027;5.565566539764404;0.17316563427448273;0.3284600079059601;0.7288603186607361
138;1578476575.228967;1578476637.2006445;Model1483000;5.757848262786865;5.564204216003418;0.19364602863788605;0.3296000063419342;0.6940337419509888
139;1578476637.7135859;1578476699.3918798;Model1492000;5.7511162757873535;5.566305160522461;0.18480335175991058;0.32749998569488525;0.7127257585525513
140;1578476700.7798176;1578476762.5607316;Model1487000;5.779908180236816;5.572549819946289;0.20735296607017517;0.32131001353263855;0.6503456830978394
141;1578476763.112816;1578476824.5725777;Model1492000;5.725293159484863;5.5676655769348145;0.15763117372989655;0.326449990272522;0.7587116360664368
142;1578476825.1262894;1578476886.4493256;Model1475000;5.80341911315918;5.562317848205566;0.24110786616802216;0.3320600092411041;0.565497100353241
143;1578476886.9900498;1578476948.7276897;Model1487000;5.756651878356934;5.565724849700928;0.1909264177083969;0.32826998829841614;0.6831241846084595
144;1578476949.29999;1578477010.4848127;Model1497000;5.763524055480957;5.559818744659424;0.2036997377872467;0.33423998951911926;0.6830143332481384
145;1578477011.0824108;1578477071.5575356;Model1497000;5.737849235534668;5.559976577758789;0.17787349224090576;0.333950012922287;0.7311181426048279
146;1578477072.1043513;1578477133.2423296;Model1496000;5.74403190612793;5.565423011779785;0.17860707640647888;0.32864001393318176;0.7252737283706665
147;1578477133.7648108;1578477194.8674507;Model1476000;5.780904769897461;5.559775352478027;0.2211347073316574;0.33406001329421997;0.6485373973846436
148;1578477195.3906374;1578477256.6522553;Model1493000;5.739410400390625;5.564859390258789;0.17455217242240906;0.3289400041103363;0.7273017764091492
149;1578477257.1802585;1578477317.9596708;Model1488000;5.7559380531311035;5.562443733215332;0.19349202513694763;0.3315800130367279;0.7000479698181152
