epoch;start_time;end_time;data;train_loss;train_loss_policy;train_loss_value;train_accuracy_policy;train_accuracy_value
49;1578518036.6351178;1578518112.064143;Model1477000;5.926514148712158;5.556234359741211;0.37028050422668457;0.3378700017929077;0.6296455264091492
50;1578518112.779003;1578518187.7675333;Model1482000;5.917052745819092;5.559859275817871;0.35718920826911926;0.33403000235557556;0.6428528428077698
51;1578518188.5362382;1578518263.6117241;Model1477000;5.91840124130249;5.552717685699463;0.36568477749824524;0.34147998690605164;0.6343610286712646
52;1578518265.246124;1578518340.5016556;Model1492000;5.892801761627197;5.561415195465088;0.33138301968574524;0.3325999975204468;0.6685481667518616
53;1578518341.3089895;1578518417.7182379;Model1497000;5.914088726043701;5.558364391326904;0.3557226359844208;0.3356199860572815;0.6442815065383911
54;1578518418.532459;1578518493.8737042;Model1486000;5.946982383728027;5.565365314483643;0.3816186189651489;0.32864001393318176;0.6185062527656555
55;1578518494.55896;1578518569.2036622;Model1499000;5.879188537597656;5.552023887634277;0.3271597623825073;0.3418999910354614;0.672784149646759
56;1578518570.7331054;1578518645.4590676;Model1496000;5.893942832946777;5.558760643005371;0.33517763018608093;0.33500000834465027;0.6650115847587585
57;1578518646.1786308;1578518721.528969;Model1497000;5.898980140686035;5.554061412811279;0.3449185788631439;0.3397499918937683;0.6551311016082764
58;1578518722.2400875;1578518797.3624887;Model1486000;5.942469596862793;5.565460205078125;0.3770054578781128;0.32864999771118164;0.6229020357131958
59;1578518798.1490633;1578518874.0885534;Model1480000;5.9605021476745605;5.560615062713623;0.39988842606544495;0.3332900106906891;0.6001238822937012
60;1578518874.8485408;1578518949.6338341;Model1494000;5.963170528411865;5.561595439910889;0.40157604217529297;0.3324100077152252;0.5983155965805054
61;1578518950.3351386;1578519027.159428;Model1485000;5.966191291809082;5.5650224685668945;0.4011705815792084;0.32885000109672546;0.5988850593566895
62;1578519028.0542192;1578519102.9858508;Model1495000;5.943040370941162;5.563044548034668;0.37999656796455383;0.33111000061035156;0.6199648380279541
63;1578519103.761638;1578519178.9611452;Model1488000;5.904768466949463;5.5631794929504395;0.3415921926498413;0.3304699957370758;0.6586676836013794
64;1578519179.711443;1578519255.1464074;Model1482000;5.919253349304199;5.560247898101807;0.3589995503425598;0.33357998728752136;0.640964686870575
65;1578519256.0355868;1578519330.630647;Model1492000;5.89171028137207;5.561801433563232;0.3299122750759125;0.3321099877357483;0.6701067090034485
66;1578519331.3711495;1578519405.199924;Model1486000;5.932496070861816;5.5666913986206055;0.36580929160118103;0.3269999921321869;0.6344609260559082
67;1578519406.079741;1578519479.2873456;Model1478000;5.944591999053955;5.560348987579346;0.3842434585094452;0.33359000086784363;0.6159486770629883
68;1578519480.023727;1578519553.0116868;Model1494000;5.942898750305176;5.562937259674072;0.3799634277820587;0.3307900130748749;0.6200347542762756
69;1578519553.9401388;1578519628.561462;Model1477000;5.926232814788818;5.5561394691467285;0.3700869083404541;0.3377000093460083;0.6297953724861145
70;1578519629.2894063;1578519702.4158113;Model1487000;5.9694013595581055;5.56356143951416;0.40583929419517517;0.3303000032901764;0.5942894816398621
71;1578519703.146146;1578519775.7089744;Model1490000;5.927063941955566;5.559221267700195;0.36784106492996216;0.33472999930381775;0.6320432424545288
72;1578519776.4030786;1578519848.744878;Model1475000;5.988069534301758;5.5557732582092285;0.4322975277900696;0.3382500112056732;0.5676050782203674
73;1578519849.5554097;1578519922.5115294;Model1496000;5.906887054443359;5.560710906982422;0.34617093205451965;0.3334699869155884;0.6536125540733337
74;1578519923.30372;1578519998.071111;Model1481000;5.9419846534729;5.556922912597656;0.38506385684013367;0.3370699882507324;0.6149896383285522
75;1578519998.877045;1578520071.417227;Model1498000;5.905296325683594;5.551019191741943;0.35427936911582947;0.34297001361846924;0.6456601619720459
76;1578520072.8928862;1578520145.777979;Model1495000;5.933696746826172;5.5621771812438965;0.37152037024497986;0.3317599892616272;0.6284167170524597
77;1578520146.5452547;1578520219.4549072;Model1492000;5.892166614532471;5.561956882476807;0.33021026849746704;0.331959992647171;0.6700667142868042
78;1578520220.256033;1578520293.7021022;Model1488000;5.878920555114746;5.55906343460083;0.3198559880256653;0.33476999402046204;0.6802569627761841
79;1578520294.4241743;1578520366.9732733;Model1473000;5.965738296508789;5.557873725891113;0.40786778926849365;0.3360399901866913;0.5922314524650574
80;1578520367.7349408;1578520440.2629347;Model1493000;5.9264678955078125;5.560802459716797;0.36566638946533203;0.333050012588501;0.6345208883285522
81;1578520440.9955475;1578520514.0992641;Model1494000;5.939864635467529;5.560116767883301;0.37974774837493896;0.33390000462532043;0.6205043196678162
82;1578520514.8324416;1578520588.2519565;Model1495000;5.925874710083008;5.560293197631836;0.3655778467655182;0.3335300087928772;0.6344509124755859
83;1578520589.067841;1578520661.697705;Model1485000;5.965200424194336;5.564162731170654;0.40104225277900696;0.3299199938774109;0.5988451242446899
84;1578520662.4447038;1578520735.249905;Model1481000;5.941879749298096;5.561164855957031;0.38071534037590027;0.3326700031757355;0.6193454265594482
85;1578520735.9249759;1578520808.386311;Model1488000;5.889869689941406;5.558196067810059;0.3316749036312103;0.335860013961792;0.6683183908462524
86;1578520809.130075;1578520881.9040484;Model1491000;5.975351333618164;5.5602288246154785;0.4151219427585602;0.33371999859809875;0.5848785042762756
87;1578520882.6212058;1578520954.8350182;Model1480000;5.957563877105713;5.557205677032471;0.400360107421875;0.33671000599861145;0.5995644330978394
88;1578520955.5489445;1578521027.5486848;Model1493000;5.9196553230285645;5.560727119445801;0.35892438888549805;0.3332599997520447;0.641104519367218
89;1578521028.3285544;1578521100.0198832;Model1493000;5.893136501312256;5.560093402862549;0.3330437242984772;0.33362001180648804;0.6673493385314941
90;1578521100.7495914;1578521173.428691;Model1486000;5.938055038452148;5.563809871673584;0.37424740195274353;0.3302299976348877;0.625819206237793
91;1578521174.2167282;1578521246.9687638;Model1492000;5.882588863372803;5.560163974761963;0.32242947816848755;0.3338499963283539;0.6776494383811951
92;1578521247.665235;1578521318.6038988;Model1492000;5.856827259063721;5.559564590454102;0.29725950956344604;0.33456000685691833;0.7027653455734253
93;1578521322.0598602;1578521394.1317072;Model1495000;5.918759346008301;5.561628341674805;0.3571282625198364;0.33228999376296997;0.6427229642868042
94;1578521394.8787026;1578521465.8923712;Model1497000;5.9039764404296875;5.554312705993652;0.34965980052948;0.3395099937915802;0.6503456830978394
95;1578521466.5925694;1578521537.681088;Model1497000;5.882685661315918;5.549849033355713;0.33283331990242004;0.3441999852657318;0.6670496463775635
96;1578521539.1638958;1578521610.5218563;Model1492000;5.862367153167725;5.560641288757324;0.3017289340496063;0.3332599997520447;0.698309600353241
97;1578521611.187835;1578521681.8629518;Model1485000;5.952518939971924;5.558504581451416;0.39401909708976746;0.33542999625205994;0.6059283018112183
98;1578521682.6202366;1578521752.3863637;Model1494000;5.93830680847168;5.561739921569824;0.3765631914138794;0.3324500024318695;0.6236013174057007
99;1578521753.1543002;1578521822.980364;Model1499000;5.878342628479004;5.547827243804932;0.33051031827926636;0.34619998931884766;0.6695472598075867
